"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Sep 02 21:26:25 MSK 2021","Thu Sep 02 21:26:41 MSK 2021","15622","","ru.geekbrains.lesson6.PageObjectTest","","ru.geekbrains.lesson6.PageObjectTest","loginInCrmWithPageObjTest","loginInCrmWithPageObjTest()","Тест логина и создания заявки на расход"
